"","regulator","target","strength","effect"
"1832","HK1147","HK2226",23.4806554834402,1
"1833","HK1147","HK776",3.29546732570013,1
"1834","HK1147","HK2229",16.6984080231623,1
"1835","HK1147","HK2231",1.08842105739145,1
"1836","HK1147","HK3949",6.15011978157166,-1
"1837","HK1147","HK3951",1.43324707491042,1
"1838","HK1147","HK3952",3.15491658411619,1
"1839","HK1147","HK2237",11.9567148090434,1
"1840","HK1147","HK2969",12.1253607506835,-1
"1841","HK1147","HK2241",1.29288194303512,-1
"1842","HK1147","HK2242",89.5113764884567,-1
"1843","HK1147","HK3953",1.60194012309377,1
"1844","HK1147","HK2245",12.7381635138616,1
"1845","HK1147","HK3957",13.0428311694856,-1
"1846","HK1147","HK2248",19.0596217173261,1
"1847","HK1147","HK2249",6.20314721236044,-1
"1848","HK1147","HK2250",1.29747911659184,-1
"1849","HK1147","HK959",8.06487625113998,1
"1850","HK1147","HK2254",3.84370986448019,1
"1851","HK1147","HK302",53.2334975848469,1
"1852","HK1147","HK3961",91.5015947342631,1
"1853","HK1147","HK2977",21.2203391604694,1
"1854","HK1147","HK2256",28.5780962785965,1
"1855","HK1147","HK2258",36.7639221946561,1
"1856","HK1147","HK303",26.4106308118419,1
"1857","HK1147","HK1219",20.8748256352653,1
"1858","HK1147","HK2262",82.0941190751226,-1
"1859","HK1147","HK2264",3.19025071167421,-1
"1860","HK1147","HK2265",2.07510557677418,-1
"1861","HK1147","HK2268",5.69240814613341,-1
"1862","HK1147","HK2979",1.48534695893996,1
"1863","HK1147","HK2981",28.0635480966579,1
"1864","HK1147","HK2270",17.2426939006277,1
"1865","HK1147","HK2271",17.7787002440634,1
"1866","HK1147","HK3966",11.146081325042,1
"1867","HK1147","HK104",34.8173831229391,-1
"1868","HK1147","HK3967",57.2253551201579,1
"1869","HK1147","HK962",90.742859969561,1
"1870","HK1147","HK309",5.7209193441773,1
"1871","HK1147","HK3968",20.0656184487853,-1
"1872","HK1147","HK2273",3.0990591982827,1
"1873","HK1147","HK3970",10.7446461102218,1
"1874","HK1147","HK2984",4.7907474416136,-1
"1875","HK1147","HK3971",17.4780105187345,1
"1876","HK1147","HK2275",47.8069024478335,1
"1877","HK1147","HK2986",1.30101624766504,1
"1878","HK1147","HK2276",14.1445010525777,1
"1879","HK1147","HK2987",2.01776741441738,1
"1880","HK1147","HK2277",4.86803728592217,1
"1881","HK1147","HK3974",15.2432186013183,1
"1882","HK1147","HK3197",3.33861971666877,1
"1883","HK1147","HK3977",20.6649585560621,1
"1884","HK1147","HK780",98.3936477998585,1
"1885","HK1147","HK2989",7.9151510426742,1
"1886","HK1147","HK2990",49.9662127658926,1
"1887","HK1147","HK105",29.5560137438066,1
"1888","HK1147","HK2297",10.4152362144108,1
"1889","HK1147","HK3982",6.63152028910739,1
"1890","HK1147","HK2992",1.08101574076149,1
"1891","HK1147","HK3451",2.05956908637094,1
"1892","HK1147","HK3983",3.35939867548728,1
"1893","HK1147","HK2304",8.40364836549967,-1
"1894","HK1147","HK3985",77.9992784344148,1
"1895","HK1147","HK2307",50.9473419313964,1
"1896","HK1147","HK781",1.81115189667038,-1
"1897","HK1147","HK2311",50.9452410749052,1
"1898","HK1147","HK3988",1.14491976781973,1
"1899","HK1147","HK1100",17.0932503674951,1
"1900","HK1147","HK2313",1.74894963755917,1
"1901","HK1147","HK2314",2.10293275798252,1
"1902","HK1147","HK3989",24.7430485522585,1
"1903","HK1147","HK3992",76.6153622009791,1
"1904","HK1147","HK1220",15.0934908470378,-1
"1905","HK1147","HK2320",1.61615716054396,1
"1906","HK1147","HK3995",41.6347052950872,1
"1907","HK1147","HK3996",2.21921916941074,-1
"1908","HK1147","HK2322",3.30109595275333,1
"1909","HK1147","HK2998",13.8735335047966,1
"1910","HK1147","HK3145",6.05396849977255,1
"1911","HK1147","HK109",15.2667426708588,1
"1912","HK1147","HK110",1.36392586893863,1
"1913","HK1147","HK2326",2.9984150306919,1
"1914","HK1147","HK1323",3.71572703049927,1
"1915","HK1147","HK4000",3.46749766725873,1
"1916","HK1147","HK2330",1.71197102438446,1
"1917","HK1147","HK3458",1.46467758408977,-1
"1918","HK1147","HK2332",59.0947635117183,-1
"1919","HK1147","HK3003",25.3938992605784,1
"1920","HK1147","HK2334",1.43353281067673,-1
"1921","HK1147","HK3005",1.15014183928675,1
"1922","HK1147","HK2338",4.20278843315086,-1
"1923","HK1147","HK2340",11.2525000375882,1
"1924","HK1147","HK2341",52.5998420259433,1
"1925","HK1147","HK2342",9.60086752370158,1
"1926","HK1147","HK2343",18.8375898996411,1
"1927","HK1147","HK3556",3.11639934006039,1
"1928","HK1147","HK2347",1.21336107852952,1
"1929","HK1147","HK3008",17.338877994016,1
"1930","HK1147","HK784",4.86656652245624,1
"1931","HK1147","HK3146",30.9940028159209,-1
"1932","HK1147","HK3203",90.8242597850956,1
"1933","HK1147","HK2365",48.9332910744294,1
"1934","HK1147","HK2366",4.05986824507478,-1
"1935","HK1147","HK2368",13.4348423051794,1
"1936","HK1147","HK2371",73.777538789712,-1
"1937","HK1147","HK2373",77.2212877125778,1
"1938","HK1147","HK3464",39.096968793822,-1
"1939","HK1147","HK2375",20.2265307701958,1
"1940","HK1147","HK2376",7.06584638082644,-1
"1941","HK1147","HK2377",82.3328158278891,-1
"1942","HK1147","HK1104",23.8090200672578,-1
"1943","HK1147","HK325",34.1746614010631,1
"1944","HK1147","HK2380",37.6014974937478,1
"1945","HK1147","HK3466",5.54284166533165,-1
"1946","HK1147","HK2382",8.80384002070957,1
"1947","HK1147","HK2383",19.4930428845457,1
"1948","HK1147","HK3013",36.0602370392115,1
"1949","HK1147","HK3469",48.7189625170946,-1
"1950","HK1147","HK328",1.16543098472027,1
"1951","HK1147","HK2384",57.6862309567058,1
"1952","HK1147","HK1324",50.4312208183729,1
"1953","HK1147","HK2389",62.3402928676342,-1
"1954","HK1147","HK2390",12.0560832022824,-1
"1955","HK1147","HK2391",2.01569839572658,-1
"1956","HK1147","HK2393",3.04177831226233,1
"1957","HK1147","HK2394",37.3537437320058,1
"1958","HK1147","HK2396",6.91240785993464,-1
"1959","HK1147","HK2397",2.98908344742925,1
"1960","HK1147","HK2399",11.7085648258468,1
"1961","HK1147","HK2400",87.6225542631123,1
"1962","HK1147","HK2401",85.3486951187241,1
"1963","HK1147","HK2404",3.73458659709352,1
"1964","HK1147","HK2405",9.6022466661123,1
"1965","HK1147","HK2407",28.7409347465125,1
"1966","HK1147","HK3205",11.4178634543304,1
"1967","HK1147","HK621",3.93506251004948,1
"1968","HK1147","HK2412",13.6268522541358,1
"1969","HK1147","HK334",14.6583451598929,1
"1970","HK1147","HK789",26.665932985852,1
"1971","HK1147","HK2415",5.50822663232137,1
"1972","HK1147","HK2417",2.75375082402115,1
"1973","HK1147","HK121",20.9526908121977,-1
"1974","HK1147","HK2418",3.77138187370345,-1
"1975","HK1147","HK3019",21.0776364850691,1
"1976","HK1147","HK1233",29.3033301323139,1
"1977","HK1147","HK2423",1.41744501810571,-1
"1978","HK1147","HK790",1.05944953751246,1
"1979","HK1147","HK2425",3.88877637199191,1
"1980","HK1147","HK3150",60.7965424125453,1
"1981","HK1147","HK2427",5.99498050646863,1
"1982","HK1147","HK3021",10.6541499097428,-1
"1983","HK1147","HK2428",43.4806987515352,1
"1984","HK1147","HK2429",1.25397928537742,1
"1985","HK1147","HK2431",18.9696618462256,1
"1986","HK1147","HK2432",6.75473019874384,1
"1987","HK1147","HK2433",3.13694387296923,1
"1988","HK1147","HK2434",22.5330985490459,1
"1989","HK1147","HK2435",3.28509448222143,1
"1990","HK1147","HK626",3.28711088378595,-1
"1991","HK1147","HK3476",1.90150813425724,1
"1992","HK1147","HK2436",53.8246992830585,1
"1993","HK1147","HK2438",3.59514040975574,-1
"1994","HK1147","HK628",3.35106483991269,1
"1995","HK1147","HK339",42.9641924358176,1
"1996","HK1147","HK3477",3.81368091946635,1
"1997","HK1147","HK792",2.49487089242822,-1
"1998","HK1147","HK2445",14.0061681454576,1
"1999","HK1147","HK2446",32.3112164399322,-1
"2000","HK1147","HK2448",2.86762420911463,-1
"2001","HK1147","HK2449",3.79006721675904,1
"2002","HK1147","HK2450",46.7872879608326,1
"2003","HK1147","HK3480",26.0561371290183,1
"2004","HK1147","HK2452",34.080426634516,1
"2005","HK1147","HK2454",8.66005779465547,-1
"2006","HK1147","HK2456",11.0122528364262,1
"2007","HK1147","HK3481",31.9973302467439,1
"2008","HK1147","HK981",32.0286829622554,1
"2009","HK1147","HK3482",11.4486199175178,1
"2010","HK1147","HK2458",2.17638795507775,1
"2011","HK1147","HK3027",5.46278969038879,1
"2012","HK1147","HK345",12.0087225544307,1
"2013","HK1147","HK2460",1.13286993231449,1
"2014","HK1147","HK346",46.926923434764,1
"2015","HK1147","HK2462",49.6523278083516,-1
"2016","HK1147","HK2463",2.17629432464805,1
"2017","HK1147","HK3032",1.29437218234974,1
"2018","HK1147","HK2468",1.81557138460172,1
"2019","HK1147","HK2471",8.99411448264123,1
"2020","HK1147","HK2475",37.0268962466529,1
"2021","HK1147","HK131",20.2706283255122,1
"2022","HK1147","HK796",2.19338704721139,1
"2023","HK1147","HK1113",24.3810591000497,-1
"2024","HK1147","HK636",4.36987058624479,1
"2025","HK1147","HK3488",70.0129824762639,-1
"2026","HK1147","HK2487",13.2293693312427,-1
"2027","HK1147","HK3490",46.5384879391446,1
"2028","HK1147","HK3491",31.82847471118,1
"2029","HK1147","HK2489",60.8790358820008,-1
"2030","HK1147","HK642",1.07774787837651,1
"2031","HK1147","HK2490",3.5042846977208,-1
"2032","HK1147","HK2491",10.7053070048757,-1
"2033","HK1147","HK2492",7.7234668376261,-1
"2034","HK1147","HK132",8.76216571289345,1
"2035","HK1147","HK3493",14.2959802031791,1
"2036","HK1147","HK2496",92.9197667736832,1
"2037","HK1147","HK348",8.34482454460032,1
"2038","HK1147","HK3494",1.19763856364243,-1
"2039","HK1147","HK1114",13.6309409802355,1
"2040","HK1147","HK3041",2.69604497111498,1
"2041","HK1147","HK2498",4.54978109894058,1
"2042","HK1147","HK2501",24.5734598210265,1
"2043","HK1147","HK2505",19.8722245589111,1
"2044","HK1147","HK3213",1.84641648701513,1
"2045","HK1147","HK2506",15.126725219187,1
"2046","HK1147","HK2507",3.33958309494191,-1
"2047","HK1147","HK2508",2.09272636056332,1
"2048","HK1147","HK133",47.3502522562763,1
"2049","HK1147","HK2510",1.69173913842406,1
"2050","HK1147","HK3495",47.9725940112209,1
"2051","HK1147","HK134",1.20064285319655,-1
"2052","HK1147","HK3497",36.9909638612622,1
"2053","HK1147","HK351",4.75241510783167,1
"2054","HK1147","HK3046",6.22401909983165,-1
"2055","HK1147","HK1245",4.63220703494273,1
"2056","HK1147","HK2515",46.8323793481546,1
"2057","HK1147","HK3049",10.8657189813961,1
"2058","HK1147","HK353",2.44620467024051,1
"2059","HK1147","HK2523",2.75322755968245,1
"2060","HK1147","HK2529",1.06998059840635,1
"2061","HK1147","HK2530",6.76684192557811,-1
"2062","HK1147","HK3055",4.4165914484958,1
"2063","HK1147","HK3056",4.45704256326408,1
"2064","HK1147","HK1246",3.91538600312522,1
"2065","HK1147","HK2535",35.6001490460106,1
"2066","HK1147","HK3500",19.9015834007365,1
"2067","HK1147","HK2536",3.633250102737,1
"2068","HK1147","HK647",4.40158254591338,1
"2069","HK1147","HK2538",86.0224794368059,-1
"2070","HK1147","HK2539",82.7847068364211,1
"2071","HK1147","HK2540",41.9098591902359,1
"2072","HK1147","HK2541",8.13514811827095,-1
"2073","HK1147","HK2542",24.6137794225222,1
"2074","HK1147","HK358",2.27119328843266,1
"2075","HK1147","HK802",1.01414369859714,1
"2076","HK1147","HK2543",1.79392521576372,1
"2077","HK1147","HK140",7.76073492827158,1
"2078","HK1147","HK3060",42.5988992968163,1
"2079","HK1147","HK360",14.5109932302226,1
"2080","HK1147","HK2545",48.0915250699665,1
"2081","HK1147","HK1248",53.604419056455,1
"2082","HK1147","HK2550",6.47392805533838,1
"2083","HK1147","HK362",26.1832022645718,1
"2084","HK1147","HK3063",32.4033830619911,1
"2085","HK1147","HK2551",1.89002085333814,1
"2086","HK1147","HK2553",63.9768384094619,1
"2087","HK1147","HK3502",89.3077646169287,-1
"2088","HK1147","HK2555",1.53837603278108,1
"2089","HK1147","HK2556",50.3158734009134,1
"2090","HK1147","HK3503",95.6941499144401,1
"2091","HK1147","HK363",1.78753565745879,-1
"2092","HK1147","HK3504",5.14355235623407,-1
"2093","HK1147","HK3506",16.1372688390413,1
"2094","HK1147","HK365",80.2119102476055,1
"2095","HK1147","HK142",88.3896809474866,1
"2096","HK1147","HK2563",2.53185479591973,1
"2097","HK1147","HK2564",12.9840817497565,1
"2098","HK1147","HK3508",6.00846336636035,1
"2099","HK1147","HK3509",51.9131024393138,1
"2100","HK1147","HK2568",85.9310997282203,1
"2101","HK1147","HK804",3.63956643626618,1
"2102","HK1147","HK3511",6.41121784862301,1
"2103","HK1147","HK2575",2.41733191336778,1
"2104","HK1147","HK2577",8.11158949306355,1
"2105","HK1147","HK3512",7.09876579830561,1
"2106","HK1147","HK2578",71.6101802999072,1
"2107","HK1147","HK656",1.7596325895815,-1
"2108","HK1147","HK2582",77.1213030051514,-1
"2109","HK1147","HK3514",1.86011247083722,1
"2110","HK1147","HK3069",36.7301302628564,-1
"2111","HK1147","HK2585",10.4991687801823,1
"2112","HK1147","HK2587",5.34807345011978,-1
"2113","HK1147","HK1120",20.0537937138762,1
"2114","HK1147","HK2589",47.1309891051496,1
"2115","HK1147","HK994",25.9830384907206,1
"2116","HK1147","HK2591",7.35437645068896,1
"2117","HK1147","HK3156",4.99617048465131,1
"2118","HK1147","HK3218",1.86747944294574,1
"2119","HK1147","HK144",2.38746137350866,1
"2120","HK1147","HK997",24.7623061833238,1
"2121","HK1147","HK373",1.4822155469175,1
"2122","HK1147","HK3520",4.19835136683584,1
"2123","HK1147","HK2596",4.48162327339669,-1
"2124","HK1147","HK807",11.7363355126602,-1
"2125","HK1147","HK3521",7.91147909568597,1
"2126","HK1147","HK3071",2.76912299731547,1
"2127","HK1147","HK1300",1.79592734756127,1
"2128","HK1147","HK374",66.7903638597815,1
"2129","HK1147","HK2598",1.72355232885589,1
"2130","HK1147","HK375",23.2921190633717,1
"2131","HK1147","HK2599",4.01361010014158,-1
"2132","HK1147","HK3076",15.6304177426221,1
"2133","HK1147","HK2600",64.5931496046804,-1
"2134","HK1147","HK2601",90.5296299732498,1
"2135","HK1147","HK2602",13.5681615038704,1
"2136","HK1147","HK3160",23.4780227440568,1
"2137","HK1147","HK3077",1.09202706043854,1
"2138","HK1147","HK1123",7.9796456839286,1
"2139","HK1147","HK2605",8.83180147340385,1
"2140","HK1147","HK2608",4.10844105776484,1
"2141","HK1147","HK1124",8.75389570450631,-1
"2142","HK1147","HK808",25.0403972139921,-1
"2143","HK1147","HK2611",7.96532019264921,-1
"2144","HK1147","HK2612",30.968392346682,1
"2145","HK1147","HK2613",3.87781862526115,-1
"2146","HK1147","HK2617",93.5467717411864,1
"2147","HK1147","HK2618",16.8705558472194,1
"2148","HK1147","HK3524",70.1716056293503,1
"2149","HK1147","HK3162",22.7145967921191,1
"2150","HK1147","HK3525",14.0397040672762,1
"2151","HK1147","HK2620",1.35709204567428,1
"2152","HK1147","HK2622",18.5079974263278,1
"2153","HK1147","HK2623",1.17367749286235,1
"2154","HK1147","HK2629",9.76047008523004,1
"2155","HK1147","HK3087",47.4265685207341,1
"2156","HK1147","HK1253",7.14400734302423,1
"2157","HK1147","HK2632",83.3740222295937,-1
"2158","HK1147","HK2633",31.5217894904146,1
"2159","HK1147","HK2635",7.78613225638834,1
"2160","HK1147","HK3526",1.1750314752516,1
"2161","HK1147","HK2636",1.28025005182929,-1
"2162","HK1147","HK2637",4.26340436615802,1
"2163","HK1147","HK2638",5.20852505901752,1
"2164","HK1147","HK2639",9.32620984411782,1
"2165","HK1147","HK2640",78.5558905210851,1
"2166","HK1147","HK2641",22.592187320628,1
"2167","HK1147","HK673",3.51147469910848,1
"2168","HK1147","HK674",3.58549545051713,1
"2169","HK1147","HK2642",56.4650958158344,-1
"2170","HK1147","HK2645",9.6960453654825,1
"2171","HK1147","HK1255",7.38680529662013,1
"2172","HK1147","HK3093",25.4994643062886,1
"2173","HK1147","HK815",2.16868351897871,1
"2174","HK1147","HK3529",1.92621618609151,1
"2175","HK1147","HK2654",7.5695244124514,1
"2176","HK1147","HK2655",79.160049902066,1
"2177","HK1147","HK3095",2.38964331102355,1
"2178","HK1147","HK678",3.02646481307476,1
"2179","HK1147","HK2656",2.36908250132138,-1
"2180","HK1147","HK2658",9.61550638186278,1
"2181","HK1147","HK388",2.84810671012772,-1
"2182","HK1147","HK3531",2.32754426705296,1
"2183","HK1147","HK1256",11.3360719448085,1
"2184","HK1147","HK2662",38.8867801971477,1
"2185","HK1147","HK3097",23.9443049537054,-1
"2186","HK1147","HK391",12.9884820237152,1
"2187","HK1147","HK1257",1.30106578580705,1
"2188","HK1147","HK3098",99.373233351511,1
"2189","HK1147","HK3099",39.8900586542583,1
"2190","HK1147","HK1301",26.5284056033429,1
"2191","HK1147","HK2671",39.8859245704526,1
"2192","HK1147","HK2673",30.9122761336005,1
"2193","HK1147","HK2674",11.9346507630382,1
"2194","HK1147","HK2675",17.483385685442,1
"2195","HK1147","HK687",5.72342240656108,1
"2196","HK1147","HK3167",1.4110856332966,1
"2197","HK1147","HK2678",1.72810934421298,1
"2198","HK1147","HK151",8.73739987606067,-1
"2199","HK1147","HK152",14.5828327783601,1
"2200","HK1147","HK3539",2.41504282648131,-1
"2201","HK1147","HK2679",20.4907637680087,1
"2202","HK1147","HK3223",1.29775998217853,1
"2203","HK1147","HK2684",18.7110304441073,1
"2204","HK1147","HK1261",5.17068688810573,1
"2205","HK1147","HK1137",3.22956218989604,1
"2206","HK1147","HK2688",1.12637878722973,-1
"2207","HK1147","HK398",2.20549031179323,-1
"2208","HK1147","HK2693",3.10677797130236,-1
"2209","HK1147","HK3102",16.3600348632931,1
"2210","HK1147","HK2695",2.66316569376614,1
"2211","HK1147","HK2697",8.22491424253436,1
"2212","HK1147","HK2699",1.67043102461458,1
"2213","HK1147","HK2700",2.39433049335565,1
"2214","HK1147","HK401",2.66828316174997,1
"2215","HK1147","HK2703",2.33156923697194,1
"2216","HK1147","HK154",1.87993674325995,-1
"2217","HK1147","HK2705",1.04195037447152,1
"2218","HK1147","HK2707",30.8889595346906,1
"2219","HK1147","HK3104",1.2179138937819,1
"2220","HK1147","HK2709",67.3408104030838,1
"2221","HK1147","HK3105",20.8630612379024,-1
"2222","HK1147","HK2711",13.8852542841878,1
"2223","HK1147","HK699",29.3609844973233,1
"2224","HK1147","HK701",31.3258563983135,-1
"2225","HK1147","HK2713",4.96198394533693,1
"2226","HK1147","HK2714",13.2733379143603,1
"2227","HK1147","HK702",3.10884473642611,1
"2228","HK1147","HK2715",7.05102938546885,1
"2229","HK1147","HK3545",5.23321608311468,1
"2230","HK1147","HK2716",1.03402053347141,-1
"2231","HK1147","HK402",35.0777134163885,-1
"2232","HK1147","HK2717",67.2283067212043,1
"2233","HK1147","HK2718",1.56118810688162,1
"2234","HK1147","HK2720",19.1560330753125,1
"2235","HK1147","HK2721",9.95062146214508,1
"2236","HK1147","HK1266",31.7966326990895,1
"2237","HK1147","HK2722",68.23047343137,1
"2238","HK1147","HK2723",1.0707831193898,1
"2239","HK1147","HK1146",3.59464494424808,-1
"2240","HK1147","HK1267",22.0399971472814,1
"2241","HK1147","HK2724",3.62266565232996,1
"2242","HK1147","HK1010",43.4747434561879,1
"2243","HK1147","HK2726",2.14921896986638,-1
"2244","HK1147","HK2727",47.2369394994928,1
"2245","HK1147","HK2735",23.1014321766836,1
"2246","HK1147","HK708",15.931295169218,1
"2247","HK1379","HK1409",68.784036319287,1
"2248","HK1379","HK1017",38.4260261684901,-1
"2249","HK1379","HK3646",3.30142785222474,1
"2250","HK1379","HK1446",4.46003514796909,1
"2251","HK1379","HK1389",39.6705319284688,1
"2252","HK1379","HK1421",3.16542131707343,1
"2253","HK1379","HK167",3.67198124330921,1
"2254","HK1379","HK3589",16.4400401828976,1
"2255","HK1379","HK3569",1.84100580612773,1
"2256","HK1379","HK1349",9.85127303546072,1
"2257","HK1379","HK3173",47.4091256489725,1
"2258","HK1379","HK1526",20.1476994146103,1
"2259","HK1379","HK1547",45.314664818952,1
"2260","HK1379","HK3704",30.4221312663547,1
"2261","HK1379","HK3279",7.18228341610601,1
"2262","HK1379","HK722",6.45696267503253,-1
"2263","HK1379","HK727",18.5435185546798,-1
"2264","HK1379","HK36",73.7869966095057,1
"2265","HK1379","HK204",97.3717325898803,1
"2266","HK1379","HK3743",1.05084963452347,1
"2267","HK1379","HK205",1.69655012366501,1
"2268","HK1379","HK1656",1.77278686313008,1
"2269","HK1379","HK207",20.9881331811033,1
"2270","HK1379","HK467",11.8701326506364,1
"2271","HK1379","HK2815",12.6904810592926,1
"2272","HK1379","HK209",40.9244712213194,1
"2273","HK1379","HK1697",3.43784842896406,1
"2274","HK1379","HK1712",40.4894389920142,1
"2275","HK1379","HK3320",3.91580064511336,1
"2276","HK1379","HK2825",14.6274421348323,1
"2277","HK1379","HK2827",1.38557124536616,1
"2278","HK1379","HK2828",4.24797427899551,-1
"2279","HK1379","HK1065",1.48848617238113,1
"2280","HK1379","HK3782",5.59877079634402,1
"2281","HK1379","HK1749",7.67035259486963,1
"2282","HK1379","HK3322",25.9910501291237,1
"2283","HK1379","HK930",3.97672764943364,1
"2284","HK1379","HK481",2.27447800514669,-1
"2285","HK1379","HK55",1.32175106335733,1
"2286","HK1379","HK3327",1.36032590567034,1
"2287","HK1379","HK1070",39.3416560784293,-1
"2288","HK1379","HK1071",18.3734400779809,1
"2289","HK1379","HK487",65.0500467691452,1
"2290","HK1379","HK3335",1.58478884557216,1
"2291","HK1379","HK1796",85.9113025000922,1
"2292","HK1379","HK219",2.436473028041,1
"2293","HK1379","HK2841",90.033447378214,-1
"2294","HK1379","HK841",42.4905006366171,1
"2295","HK1379","HK3796",69.6534287845358,1
"2296","HK1379","HK1814",14.9448354383244,1
"2297","HK1379","HK1819",6.21015065909761,-1
"2298","HK1379","HK1824",4.0806407404652,1
"2299","HK1379","HK2853",89.8638424381253,1
"2300","HK1379","HK1833",9.13699254026614,1
"2301","HK1379","HK1850",27.1838848103898,-1
"2302","HK1379","HK3814",1.26663663627365,-1
"2303","HK1379","HK2861",2.48690635322799,1
"2304","HK1379","HK1856",1.48146815637607,1
"2305","HK1379","HK1858",8.47034815637791,1
"2306","HK1379","HK1861",25.476260888213,1
"2307","HK1379","HK2862",47.8977572208041,1
"2308","HK1379","HK1878",78.1689917496065,1
"2309","HK1379","HK65",80.5216978397299,1
"2310","HK1379","HK238",8.35998054962582,-1
"2311","HK1379","HK2866",1.77640308128031,1
"2312","HK1379","HK3127",6.58679240760288,1
"2313","HK1379","HK2868",49.3515400395363,1
"2314","HK1379","HK239",1.96786557048493,-1
"2315","HK1379","HK1897",7.3026233556801,1
"2316","HK1379","HK1898",26.6871246632632,1
"2317","HK1379","HK3836",5.95098553409234,1
"2318","HK1379","HK1907",67.4857353207952,1
"2319","HK1379","HK1908",7.23568538565554,1
"2320","HK1379","HK2873",6.37599612856082,1
"2321","HK1379","HK744",31.37546860053,-1
"2322","HK1379","HK3365",10.953323409366,1
"2323","HK1379","HK511",4.94392780116869,1
"2324","HK1379","HK3367",89.9849933191544,1
"2325","HK1379","HK3845",1.79127805820515,-1
"2326","HK1379","HK1933",1.79365361439216,1
"2327","HK1379","HK3370",1.06631751983196,1
"2328","HK1379","HK2878",5.30412837829829,-1
"2329","HK1379","HK937",7.13791622683419,1
"2330","HK1379","HK3848",1.49443522837847,1
"2331","HK1379","HK1940",1.15086673666959,1
"2332","HK1379","HK2886",5.17857812094463,-1
"2333","HK1379","HK1944",8.99320387301287,1
"2334","HK1379","HK1946",52.7477937257629,-1
"2335","HK1379","HK3855",3.88023253424344,1
"2336","HK1379","HK522",57.5921052030344,1
"2337","HK1379","HK3856",2.38138908645451,1
"2338","HK1379","HK3374",3.30616590639233,1
"2339","HK1379","HK245",44.492446818193,1
"2340","HK1379","HK1199",76.7363885740336,-1
"2341","HK1379","HK2895",3.34917461137701,-1
"2342","HK1379","HK1957",37.4047580648527,1
"2343","HK1379","HK76",21.8116590777658,-1
"2344","HK1379","HK79",1.74321816494657,1
"2345","HK1379","HK1967",2.75972156383051,1
"2346","HK1379","HK1081",91.5430616046096,-1
"2347","HK1379","HK1082",20.1643637290167,1
"2348","HK1379","HK3384",4.85760716422606,1
"2349","HK1379","HK251",37.4799017816333,1
"2350","HK1379","HK3865",20.7327848971567,1
"2351","HK1379","HK3387",25.5459901380878,1
"2352","HK1379","HK1983",7.25397202184548,1
"2353","HK1379","HK2910",10.1335269181721,1
"2354","HK1379","HK1994",86.1988182573718,1
"2355","HK1379","HK1998",33.3916100094269,1
"2356","HK1379","HK860",51.7909672639501,1
"2357","HK1379","HK3132",1.3493492817279,1
"2358","HK1379","HK3872",2.21117527678348,1
"2359","HK1379","HK261",6.91076607695296,1
"2360","HK1379","HK542",2.43725568337693,1
"2361","HK1379","HK2007",3.37409044221038,1
"2362","HK1379","HK2013",2.80666782777964,1
"2363","HK1379","HK3878",1.18672024915637,1
"2364","HK1379","HK3879",2.55018968556337,1
"2365","HK1379","HK2015",1.32568261915446,-1
"2366","HK1379","HK262",57.7958470482372,-1
"2367","HK1379","HK3881",2.33785370398561,1
"2368","HK1379","HK2016",97.6805360258681,-1
"2369","HK1379","HK3395",1.27887802646807,1
"2370","HK1379","HK2024",3.79850777528522,1
"2371","HK1379","HK2921",28.2363958236208,1
"2372","HK1379","HK2922",22.7723432431043,1
"2373","HK1379","HK547",46.9535203177541,1
"2374","HK1379","HK2028",5.18243599865805,-1
"2375","HK1379","HK2031",11.7863340201966,1
"2376","HK1379","HK2923",2.94435117516987,-1
"2377","HK1379","HK2035",68.0040052913798,1
"2378","HK1379","HK2036",7.38913548028418,1
"2379","HK1379","HK2038",2.42142221583211,-1
"2380","HK1379","HK3890",8.00630940066591,1
"2381","HK1379","HK2046",2.32101430319407,1
"2382","HK1379","HK945",14.0393107944011,1
"2383","HK1379","HK3407",20.5003395632297,1
"2384","HK1379","HK3899",3.29592279821586,-1
"2385","HK1379","HK2074",22.8637430750911,-1
"2386","HK1379","HK2932",14.642587526742,1
"2387","HK1379","HK91",55.3565333327826,-1
"2388","HK1379","HK2935",18.3256398087811,1
"2389","HK1379","HK3233",3.00074397830818,-1
"2390","HK1379","HK2088",65.8228299919369,-1
"2391","HK1379","HK3191",2.78763271250229,1
"2392","HK1379","HK2091",28.3783202589511,-1
"2393","HK1379","HK3417",3.66563855734858,-1
"2394","HK1379","HK3418",79.8287329891904,1
"2395","HK1379","HK2100",31.9468183794742,1
"2396","HK1379","HK951",13.9511491485323,1
"2397","HK1379","HK2115",2.58261076484362,1
"2398","HK1379","HK3192",3.293501462645,1
"2399","HK1379","HK3918",2.57847142297548,1
"2400","HK1379","HK2942",1.73926886242114,-1
"2401","HK1379","HK871",20.9380812624779,1
"2402","HK1379","HK2943",48.7638657049964,1
"2403","HK1379","HK570",56.17144002002,-1
"2404","HK1379","HK3428",4.8653660904611,1
"2405","HK1379","HK771",14.8541347485127,-1
"2406","HK1379","HK2168",1.17477282906192,1
"2407","HK1379","HK2173",47.1228813082532,1
"2408","HK1379","HK575",3.46865016260832,1
"2409","HK1379","HK2193",2.38898901356589,1
"2410","HK1379","HK1092",4.69898810663869,1
"2411","HK1379","HK2199",84.0247741153239,-1
"2412","HK1379","HK2200",1.18622458566173,-1
"2413","HK1379","HK2206",3.07480810804722,1
"2414","HK1379","HK2963",1.67835739600419,-1
