"","cell_id","step_ix","simulation_i","sim_time"
"755","cell755",3155,39,220.000000000008
"756","cell756",3563,44,200.000000000005
"757","cell757",3503,43,420.083333333308
"758","cell758",6834,84,110.083333333331
"759","cell759",1932,24,290.000000000004
"760","cell760",5513,68,20.0833333333333
"761","cell761",4530,56,30.0833333333332
"762","cell762",4282,53,10
"763","cell763",3083,38,320.08333333333
"764","cell764",6088,75,30.0833333333332
"765","cell765",8059,99,60.0000000000006
"766","cell766",3480,43,190.000000000004
"767","cell767",6460,79,470.083333333296
"768","cell768",7727,95,20.0833333333333
"769","cell769",5355,66,80.0833333333331
"770","cell770",3068,38,170.000000000002
"771","cell771",7035,86,480.083333333294
"772","cell772",5710,70,350.083333333324
"773","cell773",6224,76,570.083333333313
"774","cell774",2316,29,30.0833333333332
"775","cell775",696,9,230.000000000009
"776","cell776",5374,66,270.000000000008
"777","cell777",180,3,0
"778","cell778",3627,45,20.0833333333333
"779","cell779",7734,95,90.0833333333326
"780","cell780",7024,86,370.083333333319
"781","cell781",8000,98,290.000000000004
"782","cell782",294,4,310.083333333333
"783","cell783",6795,83,540.083333333299
"784","cell784",7517,92,380.083333333317
"785","cell785",1275,16,280.000000000006
"786","cell786",214,3,330.083333333328
"787","cell787",3960,49,70.0000000000004
"788","cell788",6850,84,270.000000000008
"789","cell789",1032,13,310.083333333333
"790","cell790",2891,36,40
"791","cell791",4205,52,60.0000000000006
"792","cell792",6612,81,350.083333333324
"793","cell793",7184,88,330.083333333328
"794","cell794",5595,69,20.0833333333333
"795","cell795",604,8,130.083333333331
"796","cell796",647,8,560.083333333309
"797","cell797",7000,86,130.083333333331
"798","cell798",2087,26,200.000000000005
"799","cell799",3156,39,230.000000000009
"800","cell800",7831,96,240.00000000001
"801","cell801",5517,68,60.0000000000006
"802","cell802",6420,79,70.0000000000004
"803","cell803",2654,33,130.083333333331
"804","cell804",931,12,120.083333333331
"805","cell805",3462,43,10
"806","cell806",5019,62,0
"807","cell807",1745,22,60.0000000000006
"808","cell808",6515,80,200.000000000005
"809","cell809",615,8,240.00000000001
"810","cell810",4622,57,130.083333333331
"811","cell811",5440,67,110.083333333331
"812","cell812",6744,83,30.0833333333332
"813","cell813",1992,25,70.0000000000004
"814","cell814",3959,49,60.0000000000006
"815","cell815",6357,78,260.000000000011
"816","cell816",7696,94,530.083333333295
"817","cell817",5652,69,590.083333333322
"818","cell818",4123,51,60.0000000000006
"819","cell819",2738,34,150.083333333333
"820","cell820",864,11,270.000000000008
"821","cell821",603,8,120.083333333331
"822","cell822",2097,26,300.000000000002
"823","cell823",2827,35,220.000000000008
"824","cell824",2074,26,70.0000000000004
"825","cell825",132,2,330.083333333328
"826","cell826",2659,33,180.000000000003
"827","cell827",3686,45,610.083333333331
"828","cell828",1420,18,90.0833333333326
"829","cell829",6686,82,270.000000000008
"830","cell830",6017,74,140.083333333332
"831","cell831",2334,29,210.000000000006
"832","cell832",7723,95,0
"833","cell833",4370,54,70.0000000000004
"834","cell834",3076,38,250.000000000011
"835","cell835",6990,86,30.0833333333332
"836","cell836",6170,76,30.0833333333332
"837","cell837",5044,62,250.000000000011
"838","cell838",5131,63,300.000000000002
"839","cell839",426,6,0
"840","cell840",1459,18,480.083333333294
"841","cell841",8065,99,120.083333333331
"842","cell842",4643,57,340.083333333326
"843","cell843",425,6,0
"844","cell844",1582,20,70.0000000000004
"845","cell845",2830,35,250.000000000011
"846","cell846",7406,91,90.0833333333326
"847","cell847",1121,14,380.083333333317
"848","cell848",1178,15,130.083333333331
"849","cell849",1934,24,310.083333333333
"850","cell850",4283,53,20.0833333333333
"851","cell851",6611,81,340.083333333326
"852","cell852",5164,63,630.000000000007
"853","cell853",510,7,10
"854","cell854",7000,86,130.083333333331
"855","cell855",6177,76,100.083333333332
"856","cell856",4785,59,120.083333333331
"857","cell857",2207,27,580.083333333318
"858","cell858",1428,18,170.000000000002
"859","cell859",4317,53,360.083333333321
"860","cell860",3792,47,30.0833333333332
"861","cell861",220,3,390.083333333314
"862","cell862",7032,86,450.083333333301
"863","cell863",5072,62,530.083333333295
"864","cell864",7490,92,110.083333333331
"865","cell865",6955,85,500.083333333289
"866","cell866",4040,50,50.0000000000003
"867","cell867",4395,54,320.08333333333
"868","cell868",706,9,330.083333333328
"869","cell869",3737,46,300.000000000002
"870","cell870",5681,70,60.0000000000006
"871","cell871",4393,54,300.000000000002
"872","cell872",4340,53,590.083333333322
"873","cell873",3711,46,40
"874","cell874",2736,34,130.083333333331
"875","cell875",7259,89,260.000000000011
"876","cell876",8170,100,350.083333333324
"877","cell877",2098,26,310.083333333333
"878","cell878",1118,14,350.083333333324
"879","cell879",8058,99,50.0000000000003
"880","cell880",3795,47,60.0000000000006
"881","cell881",1909,24,60.0000000000006
"882","cell882",2739,34,160.000000000001
"883","cell883",7084,87,150.083333333333
"884","cell884",2315,29,20.0833333333333
"885","cell885",3562,44,190.000000000004
"886","cell886",627,8,360.083333333321
"887","cell887",2695,33,540.083333333299
"888","cell888",7236,89,30.0833333333332
"889","cell889",539,7,300.000000000002
"890","cell890",7157,88,60.0000000000006
"891","cell891",1840,23,190.000000000004
"892","cell892",2829,35,240.00000000001
"893","cell893",3960,49,70.0000000000004
"894","cell894",4950,61,130.083333333331
"895","cell895",3459,43,0
"896","cell896",3664,45,390.083333333314
"897","cell897",4944,61,70.0000000000004
"898","cell898",7976,98,50.0000000000003
"899","cell899",6434,79,210.000000000006
"900","cell900",7585,93,240.00000000001
"901","cell901",5216,64,330.083333333328
"902","cell902",3402,42,230.000000000009
"903","cell903",5923,73,20.0833333333333
"904","cell904",8198,100,630.000000000007
"905","cell905",39,1,220.000000000008
"906","cell906",7404,91,70.0000000000004
"907","cell907",1984,25,0
"908","cell908",1337,17,80.0833333333331
"909","cell909",5277,65,120.083333333331
"910","cell910",192,3,110.083333333331
"911","cell911",2726,34,30.0833333333332
"912","cell912",8136,100,10
"913","cell913",53,1,360.083333333321
"914","cell914",3152,39,190.000000000004
"915","cell915",4626,57,170.000000000002
"916","cell916",189,3,80.0833333333331
"917","cell917",198,3,170.000000000002
"918","cell918",438,6,110.083333333331
"919","cell919",2916,36,290.000000000004
"920","cell920",7841,96,340.083333333326
"921","cell921",4499,55,540.083333333299
"922","cell922",1120,14,370.083333333319
"923","cell923",3739,46,320.08333333333
"924","cell924",2766,34,430.083333333305
"925","cell925",3147,39,140.083333333332
"926","cell926",7461,91,640.000000000012
"927","cell927",7895,97,60.0000000000006
"928","cell928",5105,63,40
"929","cell929",3626,45,10
"930","cell930",6989,86,20.0833333333333
"931","cell931",7098,87,290.000000000004
"932","cell932",2484,31,70.0000000000004
"933","cell933",6625,81,480.083333333294
"934","cell934",2904,36,170.000000000002
"935","cell935",4058,50,230.000000000009
"936","cell936",2021,25,360.083333333321
"937","cell937",7648,94,50.0000000000003
"938","cell938",21,1,40
"939","cell939",3727,46,200.000000000005
"940","cell940",3797,47,80.0833333333331
"941","cell941",274,4,110.083333333331
"942","cell942",7806,96,0
"943","cell943",7915,97,260.000000000011
"944","cell944",4941,61,40
"945","cell945",1173,15,80.0833333333331
"946","cell946",3355,41,580.083333333318
"947","cell947",8182,100,470.083333333296
"948","cell948",1989,25,40
"949","cell949",4365,54,20.0833333333333
"950","cell950",8077,99,240.00000000001
"951","cell951",3140,39,70.0000000000004
"952","cell952",2085,26,180.000000000003
"953","cell953",7674,94,310.083333333333
"954","cell954",6741,83,0
"955","cell955",1268,16,210.000000000006
"956","cell956",1285,16,380.083333333317
"957","cell957",1586,20,110.083333333331
"958","cell958",1223,15,580.083333333318
"959","cell959",4369,54,60.0000000000006
"960","cell960",6590,81,130.083333333331
"961","cell961",74,1,570.083333333313
"962","cell962",186,3,50.0000000000003
"963","cell963",1916,24,130.083333333331
"964","cell964",1989,25,40
"965","cell965",4657,57,480.083333333294
"966","cell966",381,5,360.083333333321
"967","cell967",4721,58,300.000000000002
"968","cell968",4964,61,270.000000000008
"969","cell969",1796,22,570.083333333313
"970","cell970",947,12,280.000000000006
"971","cell971",6579,81,20.0833333333333
"972","cell972",2909,36,220.000000000008
"973","cell973",632,8,410.08333333331
"974","cell974",2248,28,170.000000000002
"975","cell975",7420,91,230.000000000009
"976","cell976",3993,49,400.083333333312
"977","cell977",4646,57,370.083333333319
"978","cell978",2760,34,370.083333333319
"979","cell979",4630,57,210.000000000006
"980","cell980",4224,52,250.000000000011
"981","cell981",2241,28,100.083333333332
"982","cell982",1263,16,160.000000000001
"983","cell983",4817,59,440.083333333303
"984","cell984",839,11,20.0833333333333
"985","cell985",6091,75,60.0000000000006
"986","cell986",361,5,160.000000000001
"987","cell987",49,1,320.08333333333
"988","cell988",7986,98,150.083333333333
"989","cell989",1793,22,540.083333333299
"990","cell990",2091,26,240.00000000001
"991","cell991",7584,93,230.000000000009
"992","cell992",4059,50,240.00000000001
"993","cell993",4948,61,110.083333333331
"994","cell994",2813,35,80.0833333333331
"995","cell995",5776,71,190.000000000004
"996","cell996",3983,49,300.000000000002
"997","cell997",4043,50,80.0833333333331
"998","cell998",1257,16,100.083333333332
"999","cell999",1137,14,540.083333333299
"1000","cell1000",7509,92,300.000000000002
